 Text, Selected_text,Sentiments
_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,terrible,2
everything is spinning,everything is spinning,0
_serafina85 Its headed this way,_serafina85 Its headed this way,0
 the DS version sucks,sucks,2
On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,0
 congratulations i am heart hacker not a computer hacker@,congratulations heart computer,1
I am going to be sooooo busy today it`s not funny. i hate busy day`s,sooooo busy funny hate busy days,2
 I still have an hour., I still have an hour.,0
 Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,Oh thats coffee died little,2
" Ouch, give me a heads up so I`ll know when to duck"," Ouch, give me a heads up so I`ll know when to duck",0
" the problem is, superstars always deliver huge files! too much energy pixels",problem always huge,2
I just realised how much i love sundays,love,1
Wish my headache/almost migraine would go away!,Wish my headache/almost migraine would go away!,0
Hairspray in hair + lighter&bong = new haircut,Hairspray in hair + lighter&bong = new haircut,0
Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!,Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!,0
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",Ahhh OK remember Never saw though,1
"_traveler I want the Tix!  Oh, right.  I`m know where near Vacaville Ca.","_traveler I want the Tix!  Oh, right.  I`m know where near Vacaville Ca.",0
"a guy called me AD-HD kid earlier today, and that hurts",guy earlier hurts,2
im surfin..,im surfin..,0
  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,free thing doesnt thats use,1
insomniaa.  been trying to sleep for 2 hours . :|,insomniaa.  been trying to sleep for 2 hours . :|,0
HAPPY MOTHERS DAY MAMMA,HAPPY,1
_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin` i know he doesn`t want to have one.. booo..,_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin` i know he doesn`t want to have one.. booo..,0
Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,Moms Room Asleep Woo,1
 Jealous I wanted see that film,Jealous wanted,2
_HK very funny,funny,1
 and its amazing  x,amazing,1
"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.","My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.",0
Chatting with matt from mercy mercedes lol.,Chatting with matt from mercy mercedes lol.,0
I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,sick pissed Sunday,2
 they do indeed  glad to hear everything is good with you. I`m great  life is good,glad hear everything good great life good,1
Scramming a little early. Nibs sounds pathetic.,little early sounds,2
I wash my dishes Like a boss!! LOL,I wash my dishes Like a boss!! LOL,0
"I wish I was out of school...But sadly, I still have like another month left.","I wish I was out of school...But sadly, I still have like another month left.",0
 MAKE ME ONE! I`m still craving shrimp, MAKE ME ONE! I`m still craving shrimp,0
 If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,Ive laptop,1
is so sorry for letting her down,sorry,2
 are you serious!? that bloooooows,serious,2
 Me. You. COUNTING CROWS! Table Mountain Casino Event Center (near Fresno). July 19. Are we there or are we there??, Me. You. COUNTING CROWS! Table Mountain Casino Event Center (near Fresno). July 19. Are we there or are we there??,0
"DW, that was funny",funny,1
 So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me,happy came said hi nice meet coming,1
aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,aw made cry face lol thats shame,2
ooo my goddddd; vodafone trouble. no network,trouble,2
"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",study finished care hungry hell good days,1
 ur Mom just called. Guess NOT. C U @ 5, ur Mom just called. Guess NOT. C U @ 5,0
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),definitely feel sorry suck read May,2
i`m not feeling twitter at the moment,i`m not feeling twitter at the moment,0
"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",feel like weird miss,2
_7 Wow that`s a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding,_7 Wow that`s a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding,0
I hate when you cant sleep,hate sleep,2
 Edgefest!  or maybe  since you`re driving..., Edgefest!  or maybe  since you`re driving...,0
" Here`s some healing/sleep energy, sweetie!",sweetie,1
  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,Thats maybe bad,1
 Sorry bro  That`s rough.,Sorry Thats,2
 Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,Excellent definitely next stop,1
" GRR. we are only allowed gas grills where i live, it sucks.",live sucks,2
 Oh no....Sorry to hear that ....,Oh hear,2
 That`s love.,Thats love,1
" its definitely coming, hope ur ready!",definitely coming hope ur ready,1
i have so much homework  i think i am going to hide in a corner and cry.,cry,2
Sad that david is leaving tomoro. for a week.,Sad david week,2
 a pleasure Bojan,pleasure,1
Decaf isn`t cutting it right now.  ? http://blip.fm/~79g85,Decaf isn`t cutting it right now.  ? http://blip.fm/~79g85,0
" That sounds good, too!",sounds good,1
_xo Today yeah,_xo Today yeah,0
It would be that Dover race that they played on Classic.,It would be that Dover race that they played on Classic.,0
Humidity is NOT my friend! Just ask my hair,friend ask hair,2
 I`m going to Vegas this summer, I`m going to Vegas this summer,0
_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!,haha turn Tweet phone stupid,2
Kicking like crazy.,Kicking like crazy.,0
 http://twitpic.com/5ut6j - Poor Thing,Poor Thing,2
"home, don`t feel like going to work tomorrow",feel like,2
Day is going well so far. Meeting until 4 though.,far Meeting though,1
 thank u sweetie! Can`t wait to set sail with u next week,thank sweetie wait next week,1
Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor,Listening Youtube,1
the weather is good mmm what to do today??? shame working tomorrow,the weather is good mmm what to do today??? shame working tomorrow,0
"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",watching FRIENDS stress inside love love love,1
"finished work @ midday, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday!   #fb","finished work @ midday, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday!   #fb",0
tMeme> My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac,tMeme> My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac,0
"Hmm, had first pizza in ages and feel a bit sick now  That`ll teach me!","Hmm, had first pizza in ages and feel a bit sick now  That`ll teach me!",0
"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",sister stupid party wanna hang friends wont,2
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,hoping able year old without parents,1
But why do I have to spend it in the office,But why do I have to spend it in the office,0
Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already,lovely looking forward next weekend already,1
" I can`t, I have an exam on wednesday"," I can`t, I have an exam on wednesday",0
 today was my first day, today was my first day,0
"Need to get an adjustment, neck is all out of whack","Need to get an adjustment, neck is all out of whack",0
Omg Cliff Richard songs in my mind? Just why  lol,Omg Cliff Richard songs in my mind? Just why  lol,0
" Wolfram`s got a Chinese Room problem: If Chinese (or Bangalorean) hackers can run it without knowing English, why should it?"," Wolfram`s got a Chinese Room problem: If Chinese (or Bangalorean) hackers can run it without knowing English, why should it?",0
i`ve not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;),i`ve not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;),0
Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!,Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!,0
****`m transtelecom,****`m transtelecom,0
 You`re a good friend Dave.. we can wait!! Hope we dont have to wait too long though,Youre good friend wait Hope wait long though,1
Last time we`ll get tacos like this.,Last time we`ll get tacos like this.,0
 have you seen the game on the website?! awesomness!!! go on msn!,seen game website,1
 where?  U magazine?, where?  U magazine?,0
" haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",haha LOL cool gorgeous,1
  Great! I`m glad you enjoy them  I hope you have a GREAT day,Great glad enjoy hope GREAT,1
Hmmm... he`s so lovely. I wish he was here now. I`m tired but can`t sleep,Hmmm... he`s so lovely. I wish he was here now. I`m tired but can`t sleep,0
" They lost me at US ending. ;) I, mean, I don`t eat #GreyPoupon or anything, but I prefer the bleaker original."," They lost me at US ending. ;) I, mean, I don`t eat #GreyPoupon or anything, but I prefer the bleaker original.",0
